country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
1,4,6,NIL,1980.2131679965148,1.2179933083155756e-10,RE_PV_Rooftop_Lim_[IDN]
1,4,6,NIL,1980.2131679965148,8.022170982237419e-10,RE_PV_Openfield_Lim_[IDN]
1,4,6,NIL,1980.2131679965148,13.564475402625249,RE_WIND_Onshore_Lim_[IDN]
1,4,6,NIL,1980.2131679965148,299.09543598937694,RE_WIND_Offshore_Lim_[IDN]
1,4,6,NIL,1980.2131679965148,109.7599824691842,PP_CO2_[IDN]
1,4,6,NIL,1980.2131679965148,2.0625200209039836e-06,BESS_[IDN]
1,4,6,NIL,1980.2131679965148,10.368821715426272,EL_to_HTH_[IDN]
1,4,6,NIL,1980.2131679965148,3.6806709876216552,EL_to_NH3_[IDN]
1,4,6,NIL,1980.2131679965148,10.320136857447055,NH3_Storage_[IDN]
1,4,6,NIL,1980.2131679965148,7.213590512468154e-09,NH3_to_EL_[IDN]
1,4,6,NIL,1980.2131679965148,0.6419813222182787,NH3_to_HTH_[IDN]
1,4,6,NIL,1980.2131679965148,0.0,EL_Demand_[IDN]
1,4,6,NIL,1980.2131679965148,0.0,HTH_Demand_[IDN]
1,4,6,NIL,1980.2131679965148,0.0,RE_PV_Rooftop_Lim_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,RE_PV_Openfield_Lim_[SGP]
1,4,6,NIL,1980.2131679965148,3.689601015305394,RE_WIND_Onshore_Lim_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,RE_WIND_Offshore_Lim_[SGP]
1,4,6,NIL,1980.2131679965148,116.20820377475275,PP_CO2_[SGP]
1,4,6,NIL,1980.2131679965148,5.787277536442362e-07,BESS_[SGP]
1,4,6,NIL,1980.2131679965148,1.1994678296231895,EL_to_HTH_[SGP]
1,4,6,NIL,1980.2131679965148,0.0017174086928456052,EL_to_NH3_[SGP]
1,4,6,NIL,1980.2131679965148,0.009530207317166663,NH3_Storage_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,NH3_to_EL_[SGP]
1,4,6,NIL,1980.2131679965148,0.003957613410188325,NH3_to_HTH_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,EL_Demand_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,HTH_Demand_[SGP]
1,4,6,NIL,1980.2131679965148,0.0,RE_PV_Rooftop_Lim_[MYS]
1,4,6,NIL,1980.2131679965148,9.355685909377625,RE_PV_Openfield_Lim_[MYS]
1,4,6,NIL,1980.2131679965148,177.02610642514188,RE_WIND_Onshore_Lim_[MYS]
1,4,6,NIL,1980.2131679965148,0.0,RE_WIND_Offshore_Lim_[MYS]
1,4,6,NIL,1980.2131679965148,69.7619490769427,PP_CO2_[MYS]
1,4,6,NIL,1980.2131679965148,0.8030652125387342,BESS_[MYS]
1,4,6,NIL,1980.2131679965148,3.3969076487867307,EL_to_HTH_[MYS]
1,4,6,NIL,1980.2131679965148,12.260692738205824,EL_to_NH3_[MYS]
1,4,6,NIL,1980.2131679965148,12.85621932732014,NH3_Storage_[MYS]
1,4,6,NIL,1980.2131679965148,1.6430807561268702e-08,NH3_to_EL_[MYS]
1,4,6,NIL,1980.2131679965148,0.7807835988093194,NH3_to_HTH_[MYS]
1,4,6,NIL,1980.2131679965148,0.0,EL_Demand_[MYS]
1,4,6,NIL,1980.2131679965148,0.0,HTH_Demand_[MYS]
