country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
1,4,6,NIL,848.6627863999973,4.529187778988504e-12,RE_PV_Rooftop_Lim_[IDN]
1,4,6,NIL,848.6627863999973,9.57962125210144e-12,RE_PV_Openfield_Lim_[IDN]
1,4,6,NIL,848.6627863999973,35.7964250598871,RE_WIND_Onshore_Lim_[IDN]
1,4,6,NIL,848.6627863999973,295.8126762263059,RE_WIND_Offshore_Lim_[IDN]
1,4,6,NIL,848.6627863999973,2.0550269535559344e-10,PP_CO2_[IDN]
1,4,6,NIL,848.6627863999973,2.8642755985882916e-09,BESS_[IDN]
1,4,6,NIL,848.6627863999973,9.301597246330976,EL_to_HTH_[IDN]
1,4,6,NIL,848.6627863999973,42.74710469797898,EL_to_NH3_[IDN]
1,4,6,NIL,848.6627863999973,119.40982346588916,NH3_Storage_[IDN]
1,4,6,NIL,848.6627863999973,1.1896165736076447e-11,NH3_to_EL_[IDN]
1,4,6,NIL,848.6627863999973,4.150729837062245,NH3_to_HTH_[IDN]
1,4,6,NIL,848.6627863999973,0.0,EL_Demand_[IDN]
1,4,6,NIL,848.6627863999973,0.0,HTH_Demand_[IDN]
1,4,6,NIL,848.6627863999973,0.0,RE_PV_Rooftop_Lim_[SGP]
1,4,6,NIL,848.6627863999973,0.0,RE_PV_Openfield_Lim_[SGP]
1,4,6,NIL,848.6627863999973,3.689601001870902,RE_WIND_Onshore_Lim_[SGP]
1,4,6,NIL,848.6627863999973,0.0,RE_WIND_Offshore_Lim_[SGP]
1,4,6,NIL,848.6627863999973,116.21688650786496,PP_CO2_[SGP]
1,4,6,NIL,848.6627863999973,1.1115268272973777e-09,BESS_[SGP]
1,4,6,NIL,848.6627863999973,1.1994993120915391,EL_to_HTH_[SGP]
1,4,6,NIL,848.6627863999973,0.0009701542867358705,EL_to_NH3_[SGP]
1,4,6,NIL,848.6627863999973,0.005411644782439969,NH3_Storage_[SGP]
1,4,6,NIL,848.6627863999973,0.0,NH3_to_EL_[SGP]
1,4,6,NIL,848.6627863999973,0.002855348814034896,NH3_to_HTH_[SGP]
1,4,6,NIL,848.6627863999973,0.0,EL_Demand_[SGP]
1,4,6,NIL,848.6627863999973,0.0,HTH_Demand_[SGP]
1,4,6,NIL,848.6627863999973,0.0,RE_PV_Rooftop_Lim_[MYS]
1,4,6,NIL,848.6627863999973,11.166058885581004,RE_PV_Openfield_Lim_[MYS]
1,4,6,NIL,848.6627863999973,231.18132498946053,RE_WIND_Onshore_Lim_[MYS]
1,4,6,NIL,848.6627863999973,0.0,RE_WIND_Offshore_Lim_[MYS]
1,4,6,NIL,848.6627863999973,0.036983517607562,PP_CO2_[MYS]
1,4,6,NIL,848.6627863999973,6.17980703425549,BESS_[MYS]
1,4,6,NIL,848.6627863999973,2.9251013907810863,EL_to_HTH_[MYS]
1,4,6,NIL,848.6627863999973,35.007610776903434,EL_to_NH3_[MYS]
1,4,6,NIL,848.6627863999973,38.96600710975498,NH3_Storage_[MYS]
1,4,6,NIL,848.6627863999973,1.0739334895115662e-10,NH3_to_EL_[MYS]
1,4,6,NIL,848.6627863999973,1.6764206737085472,NH3_to_HTH_[MYS]
1,4,6,NIL,848.6627863999973,0.0,EL_Demand_[MYS]
1,4,6,NIL,848.6627863999973,0.0,HTH_Demand_[MYS]
