Asset_Number,Asset_Class,Location_1,Location_2,Start_Time,End_Time,Period,Transport_Time
0,RE_PV,0,0,0,192,1,0
1,RE_WIND,0,0,0,192,1,0
2,BESS,0,0,0,192,1,0
3,EL_Demand,0,0,0,192,1,0
4,NH3_to_EL,0,0,0,192,1,0
5,NH3_Storage,0,0,0,192,1,0
6,EL_to_NH3,0,0,0,192,1,0
7,NH3_to_HTH,0,0,0,192,1,0
8,HTH_Demand,0,0,0,192,1,0
9,EL_to_HTH,0,0,0,192,1,0
10,CO2_Budget,0,0,0,192,1,0
11,PP_CO2,0,0,0,192,1,0
