country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
1,4,6,NIL,1414.437976999984,2.329219805426931e-11,RE_PV_Rooftop_Lim_[IDN]
1,4,6,NIL,1414.437976999984,2.4604148604053313e-11,RE_PV_Openfield_Lim_[IDN]
1,4,6,NIL,1414.437976999984,1.2179436453368871e-09,RE_WIND_Onshore_Lim_[IDN]
1,4,6,NIL,1414.437976999984,323.44768750635916,RE_WIND_Offshore_Lim_[IDN]
1,4,6,NIL,1414.437976999984,76.70973637124571,PP_CO2_[IDN]
1,4,6,NIL,1414.437976999984,8.002059604360537e-09,BESS_[IDN]
1,4,6,NIL,1414.437976999984,10.0781756370918,EL_to_HTH_[IDN]
1,4,6,NIL,1414.437976999984,13.730657165272184,EL_to_NH3_[IDN]
1,4,6,NIL,1414.437976999984,38.61723219679969,NH3_Storage_[IDN]
1,4,6,NIL,1414.437976999984,6.283610076466786e-11,NH3_to_EL_[IDN]
1,4,6,NIL,1414.437976999984,1.6220852975910314,NH3_to_HTH_[IDN]
1,4,6,NIL,1414.437976999984,0.0,EL_Demand_[IDN]
1,4,6,NIL,1414.437976999984,0.0,HTH_Demand_[IDN]
1,4,6,NIL,1414.437976999984,3.0398380123098903e-10,RE_PV_Rooftop_Lim_[SGP]
1,4,6,NIL,1414.437976999984,2.6305039179187857e-10,RE_PV_Openfield_Lim_[SGP]
1,4,6,NIL,1414.437976999984,3.6896010003661934,RE_WIND_Onshore_Lim_[SGP]
1,4,6,NIL,1414.437976999984,4.58050439761477e-11,RE_WIND_Offshore_Lim_[SGP]
1,4,6,NIL,1414.437976999984,116.20820440399437,PP_CO2_[SGP]
1,4,6,NIL,1414.437976999984,2.1583362011708463e-09,BESS_[SGP]
1,4,6,NIL,1414.437976999984,1.1994678287028417,EL_to_HTH_[SGP]
1,4,6,NIL,1414.437976999984,0.001717547648223755,EL_to_NH3_[SGP]
1,4,6,NIL,1414.437976999984,0.009530317388223271,NH3_Storage_[SGP]
1,4,6,NIL,1414.437976999984,1.0181588019523306e-10,NH3_to_EL_[SGP]
1,4,6,NIL,1414.437976999984,0.0039576660838084535,NH3_to_HTH_[SGP]
1,4,6,NIL,1414.437976999984,0.0,EL_Demand_[SGP]
1,4,6,NIL,1414.437976999984,0.0,HTH_Demand_[SGP]
1,4,6,NIL,1414.437976999984,2.375231745449165e-11,RE_PV_Rooftop_Lim_[MYS]
1,4,6,NIL,1414.437976999984,11.81572694633606,RE_PV_Openfield_Lim_[MYS]
1,4,6,NIL,1414.437976999984,217.62139780863535,RE_WIND_Onshore_Lim_[MYS]
1,4,6,NIL,1414.437976999984,3.813994246262579e-11,RE_WIND_Offshore_Lim_[MYS]
1,4,6,NIL,1414.437976999984,16.620806837272735,PP_CO2_[MYS]
1,4,6,NIL,1414.437976999984,1.6020837157240009,BESS_[MYS]
1,4,6,NIL,1414.437976999984,3.0209628052224966,EL_to_HTH_[MYS]
1,4,6,NIL,1414.437976999984,30.746726429621067,EL_to_NH3_[MYS]
1,4,6,NIL,1414.437976999984,33.435450038944225,NH3_Storage_[MYS]
1,4,6,NIL,1414.437976999984,1.1283253610314057e-10,NH3_to_EL_[MYS]
1,4,6,NIL,1414.437976999984,1.5928465823228706,NH3_to_HTH_[MYS]
1,4,6,NIL,1414.437976999984,0.0,EL_Demand_[MYS]
1,4,6,NIL,1414.437976999984,0.0,HTH_Demand_[MYS]
