country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
1,4,6,NIL,2545.988358998068,0.0,RE_PV_Rooftop_Lim_[IDN]
1,4,6,NIL,2545.988358998068,0.0,RE_PV_Openfield_Lim_[IDN]
1,4,6,NIL,2545.988358998068,2.9804728294098593e-09,RE_WIND_Onshore_Lim_[IDN]
1,4,6,NIL,2545.988358998068,258.4035190309328,RE_WIND_Offshore_Lim_[IDN]
1,4,6,NIL,2545.988358998068,156.5958842587263,PP_CO2_[IDN]
1,4,6,NIL,2545.988358998068,2.235344737923233e-07,BESS_[IDN]
1,4,6,NIL,2545.988358998068,10.52567952549332,EL_to_HTH_[IDN]
1,4,6,NIL,2545.988358998068,1.0023625187127123,EL_to_NH3_[IDN]
1,4,6,NIL,2545.988358998068,2.179308376234481,NH3_Storage_[IDN]
1,4,6,NIL,2545.988358998068,1.4155345686626089e-09,NH3_to_EL_[IDN]
1,4,6,NIL,2545.988358998068,0.2556747946418395,NH3_to_HTH_[IDN]
1,4,6,NIL,2545.988358998068,0.0,EL_Demand_[IDN]
1,4,6,NIL,2545.988358998068,0.0,HTH_Demand_[IDN]
1,4,6,NIL,2545.988358998068,0.0,RE_PV_Rooftop_Lim_[SGP]
1,4,6,NIL,2545.988358998068,0.0,RE_PV_Openfield_Lim_[SGP]
1,4,6,NIL,2545.988358998068,3.6896010057474036,RE_WIND_Onshore_Lim_[SGP]
1,4,6,NIL,2545.988358998068,0.0,RE_WIND_Offshore_Lim_[SGP]
1,4,6,NIL,2545.988358998068,116.20820422566072,PP_CO2_[SGP]
1,4,6,NIL,2545.988358998068,1.451413140078718e-07,BESS_[SGP]
1,4,6,NIL,2545.988358998068,1.199467828882627,EL_to_HTH_[SGP]
1,4,6,NIL,2545.988358998068,0.0017175096445115128,EL_to_NH3_[SGP]
1,4,6,NIL,2545.988358998068,0.009530291547994495,NH3_Storage_[SGP]
1,4,6,NIL,2545.988358998068,0.0,NH3_to_EL_[SGP]
1,4,6,NIL,2545.988358998068,0.0039576534472153466,NH3_to_HTH_[SGP]
1,4,6,NIL,2545.988358998068,0.0,EL_Demand_[SGP]
1,4,6,NIL,2545.988358998068,0.0,HTH_Demand_[SGP]
1,4,6,NIL,2545.988358998068,0.0,RE_PV_Rooftop_Lim_[MYS]
1,4,6,NIL,2545.988358998068,4.930633366593494,RE_PV_Openfield_Lim_[MYS]
1,4,6,NIL,2545.988358998068,149.33762009391683,RE_WIND_Onshore_Lim_[MYS]
1,4,6,NIL,2545.988358998068,0.0,RE_WIND_Offshore_Lim_[MYS]
1,4,6,NIL,2545.988358998068,107.12707615773522,PP_CO2_[MYS]
1,4,6,NIL,2545.988358998068,0.6751531290651871,BESS_[MYS]
1,4,6,NIL,2545.988358998068,3.5766588460612545,EL_to_HTH_[MYS]
1,4,6,NIL,2545.988358998068,2.4715406516902774,EL_to_NH3_[MYS]
1,4,6,NIL,2545.988358998068,1.7433407430920063,NH3_Storage_[MYS]
1,4,6,NIL,2545.988358998068,4.655962255589237e-09,NH3_to_EL_[MYS]
1,4,6,NIL,2545.988358998068,0.24277929467329945,NH3_to_HTH_[MYS]
1,4,6,NIL,2545.988358998068,0.0,EL_Demand_[MYS]
1,4,6,NIL,2545.988358998068,0.0,HTH_Demand_[MYS]
